id,object_name,address,chain,object_type,number
14166,BEN & JERRY'S OF HOWARD HUGH,6081 CENTER DR STE 214,FALSE,Restaurant,19
14167,OSTRICH FARM RESTAURANT,1525 W SUNSET BLVD,TRUE,Restaurant,44
14168,VESPAIO,225 S GRAND AVE,FALSE,Restaurant,69
14169,PATRA BURGERS,1524 W SUNSET BLVD,FALSE,Fast Food,3
14170,CHIPOTLE MEXICAN GRILL #2988,301 W OLYMPIC BLVD STE A,TRUE,Restaurant,6
14171,FIRENZA WOOD FIRED PIZZA,300 S GRAND AVE,FALSE,Pizza,3
14172,APRI BANQUIET HALL & CATERIN,4430 FOUNTAIN AVE STE 2,FALSE,Restaurant,100
14173,PEPPONE,11628 BARRINGTON CT,FALSE,Restaurant,48
14174,TALAY THAI RESTAURANT,11314 SANTA MONICA BLVD,TRUE,Restaurant,31
14175,TAM'S BURGERS #8,2801 S CENTRAL AVE,TRUE,Fast Food,27
14176,CENTRAL KITCHEN AT THE LORENZO,325 W ADAMS BLVD,FALSE,Restaurant,145
14177,IL SOGNO DELI,444 S SAN VICENTE BLVD STE 105,TRUE,Restaurant,2
14178,SUBWAY #5623,801 S FLOWER ST # A,TRUE,Fast Food,3
14179,HONG KONG EXPRESS,261 E ADAMS BLVD,TRUE,Fast Food,12
14180,ABRAM FRIEDMAN OCCUP CNETER,1646 S OLIVE ST,FALSE,Restaurant,203
14181,MAMA GALLINA,4501 S ALAMEDA ST # W-9A,FALSE,Restaurant,26
14182,RESTAURANTE Y PUPUSERIA LA ANTORCHA,5303 S MAIN ST,TRUE,Restaurant,28
14183,DON CHENTE BAR -GRILL,1248 S FIGUEROA ST,FALSE,Restaurant,198
14184,SEREE COFFEE SHOP,2800 S GRAND AVE,FALSE,Cafe,8
14185,MCDONALD'S #5760,10623 VENICE BLVD,TRUE,Fast Food,91
14186,TARTINE BAKERY,545 S OLIVE ST,TRUE,Bakery,67
14187,VERVE COFFEE,833 S SPRING ST,FALSE,Cafe,14
14188,KFC,340 N WESTERN AVE,TRUE,Fast Food,66
14189,EL BORREGO DE ORO #2,2808 E WASHINGTON BLVD,FALSE,Restaurant,48
14190,RIOT CAFE,1933 BUNDY DR,FALSE,Restaurant,218
14191,HOBOKEN,2323 WESTWOOD BLVD,FALSE,Restaurant,103
14192,ALFRED COFFEE & KITCHEN,8428 MELROSE PL STE #A,FALSE,Cafe,12
14193,MOCHA JAVA EXPRESS,623 S OLIVE ST,FALSE,Fast Food,9
14194,HOLIDAY INN EXPRESS LAX,8620 AIRPORT BLVD,FALSE,Fast Food,142
14195,LA PANADERIA MICHOACANA,258 E ADAMS BLVD STE 101,FALSE,Restaurant,23
14196,ALEJO'S TAKE OUT,8335 S LINCOLN BLVD,FALSE,Restaurant,2
14197,MERCADO,7910 W 3RD ST,TRUE,Restaurant,161
14198,FERNANDO'S BAR,3230 S CENTRAL AVE,FALSE,Bar,3
14199,CLEMENTINE,1751 ENSLEY AVE,FALSE,Restaurant,46
14200,NIETOS MARKET,2810 E WASHINGTON BLVD,FALSE,Restaurant,15
14201,COURTYARD CAFE,6161 W CENTURY BLVD,TRUE,Restaurant,34
14202,JUAN'S ROTISSERIE POLLO,2023 E FLORENCE AVE,FALSE,Restaurant,27
14203,TOCA MADERA,8450 W 3RD ST,FALSE,Restaurant,149
14204,SAY CHEESE CAFE,2800 HYPERION AVE,FALSE,Restaurant,16
14205,CARL'S JR #102,5800 RODEO RD,TRUE,Restaurant,117
14206,BIONICOS EL JALISCIENSE,4433 S ALAMEDA ST # B5,FALSE,Restaurant,1
14207,SUBWAY #62289,2806 WASHINGTON BLVD,TRUE,Fast Food,27
14208,YOSHINOYA,617 E CHARLES E YOUNG DR 140-A,TRUE,Restaurant,36
14209,TAM'S NUMBER 6,10023 S FIGUEROA ST,FALSE,Restaurant,20
14210,DOC POPCORN,3650 MARTIN LUTHER KING JR BLVD # 450,FALSE,Restaurant,22
14211,HONEY DONUTS,2812 E WASHINGTON BLVD,FALSE,Fast Food,8
14212,PHILZ COFFEE,801 S HOPE ST # A,TRUE,Cafe,43
14213,ANTOJITOS Y GARNACHERIA DONA ROSITA,6210 S VERMONT AVE,FALSE,Restaurant,28
14214,KFC TACO BELL E791008,8500 LINCOLN BLVD,TRUE,Fast Food,40
14215,TACO EL JALISCIENSE,4433 S ALAMEDA ST B-9,FALSE,Fast Food,18
14216,HIERVE EL AGUA,2005 W 8TH ST,FALSE,Restaurant,5
14217,COCO FRESH TEA AND JUICE,521 S OLIVE ST,TRUE,Restaurant,25
14218,SERVED 2 ENJOY,3007 S CENTRAL AVE,FALSE,Restaurant,14
14219,WON KOK RESTAURANT,208 ALPINE ST,TRUE,Restaurant,129
14220,BLUE COLLAR PUB,361 S FAIRFAX AVE,FALSE,Restaurant,13
14221,SHIRE,4501 COLORADO BLVD,FALSE,Restaurant,65
14222,SSI ADVANCED POST SERVICES,7165 W SUNSET BLVD,FALSE,Restaurant,43
14223,BOTANICA,1620 SILVER LAKE BLVD,FALSE,Restaurant,18
14224,WAKU WAKU,1511 N CAHUENGA BLVD,FALSE,Restaurant,42
14225,HUMMUS REPUBLIC,8320 W 3RD ST,TRUE,Restaurant,9
14226,R-I CLUB LOUNGE,901 W OLYMPIC BLVD,FALSE,Restaurant,105
14227,2 FOR 1 PIZZA COMPANY,1905 S WESTERN AVE # 3,FALSE,Pizza,19
14228,MADEMOISELLE M,8010 MELROSE AVE,FALSE,Restaurant,26
14229,SEPAN BANQUET HALL,3410 N GLENDALE BLVD,FALSE,Restaurant,188
14230,SEPAN CHICKEN,3324 GLENDALE BLVD,FALSE,Restaurant,31
14231,TERE'S MEXICAN GRILL,5870 W MELROSE AVE 101,FALSE,Restaurant,43
14232,POLLOS EL GUERO,274 E SLAUSON AVE,FALSE,Restaurant,2
14233,REGENT THEATER,448 S MAIN ST,FALSE,Restaurant,181
14234,JIM DANDY FRIED CHICKEN,11328 VERMONT AVE,FALSE,Restaurant,16
14235,MONARCA PASTA AND GRILL,2703 S VERMONT AVE,FALSE,Restaurant,25
14236,LA NEIGE BAKING ROOM CO,843 N BROADWAY,FALSE,Restaurant,25
14237,BY CHOLE,2520 GLENDALE BLVD,FALSE,Restaurant,19
14238,MAINLAND,8318 1/2 3RD ST,FALSE,Restaurant,19
14239,RICKS DRIVE IN & OUT,2400 FLETCHER DR,FALSE,Restaurant,120
14240,HONG KONG EXPRESS #2,1905 S WESTERN AVE STE #1,TRUE,Fast Food,2
14241,BOXCHOY,1651 3/4 N LA BREA AVE,FALSE,Restaurant,28
14242,TABLE 901,901 W OLYMPIC BLVD,FALSE,Cafe,17
14243,FROG,1550 N CAHUENGA BLVD,FALSE,Restaurant,10
14244,LA PUPUSERIA EL PEPTO,6071 E OLYMPIC BLVD,TRUE,Restaurant,39
14245,CABBAGE PATCH,12531 BEATRICE ST,TRUE,Restaurant,21
14246,POQUTIO MAS WEST LA,2215 WESTWOOD BLVD,FALSE,Restaurant,49
14247,JW MARRIOTT LOS ANGELES,900 W OLYMPIC BLVD,FALSE,Restaurant,155
14248,ALMAZA,8905 VENICE BLVD STE 112,FALSE,Restaurant,92
14249,FAMILY FARM MARKET,4322 S CENTRAL AVE,FALSE,Restaurant,17
14250,JACK IN THE BOX #3173,6409 W SUNSET BLVD,TRUE,Restaurant,80
14251,COFFEE FOR SASQUATCH,7020 MELROSE AVE,FALSE,Cafe,17
14252,DAILY GRILL,5400 W CENTURY BLVD,FALSE,Restaurant,167
14253,THE NICKEL DINER,524 S MAIN ST,FALSE,Restaurant,44
14254,EL SUPER,5610 YORK BLVD,FALSE,Restaurant,21
14255,CULB LOUNGE,900 W OLYMPIC BLVD # LEVEL,FALSE,Restaurant,204
14256,BONGCHU,3377 WILSHIRE BLVD # 100,FALSE,Restaurant,41
14257,MAMACITA PERUVIAN CANTINA,6801 HOLLYWOOD BLVD # 418,FALSE,Restaurant,126
14258,COLD ROLLED ICE CREAM CO,7266 MELROSE AVE,FALSE,Restaurant,25
14259,TAQUERIA LA FOGATA,2534 S CENTRAL AVE,FALSE,Restaurant,13
14260,ASTRO FAMILY RESTAURANT,2300 FLETCHER DR,TRUE,Restaurant,65
14261,UMAMI BURGER URBAN JUNGLE LLC,1520 N CAHUENGA BLVD STE #7,TRUE,Fast Food,69
14262,EL TACO MEXICANO,1300 E VERNON AVE,FALSE,Fast Food,4
14263,HOME RESTAURANT,2500 RIVERSIDE DR,TRUE,Restaurant,161
14264,SAM'S ON SUNSET,7864 W SUNSET BLVD,FALSE,Restaurant,27
14265,OHANA POKE CO.,735 FIGUEROA ST # 118,TRUE,Restaurant,22
14266,RALPHS MARKET #156,10309 W OLYMPIC BLVD,FALSE,Restaurant,27
14267,ANTOJITOS HONDURENO,2701 1/4 S VERMONT AVE,FALSE,Restaurant,12
14268,LENNYS DELI WESTWOOD,2379 WESTWOOD BLVD,TRUE,Restaurant,213
14269,BUFFALO WILD WINGS,3939 CRENSHAW BLVD E,TRUE,Restaurant,144
14270,SUBWAY #3707,289 S ATLANTIC BLVD,TRUE,Fast Food,7
14271,PACE JOINT RESTAURANT & MARKET,7860 W SUNSET BLVD,TRUE,Restaurant,13
14272,EL COMPADRE RESTAURANT,233 E FLORENCE AVE,TRUE,Restaurant,35
14273,DTLA RAMEN,952 S BROADWAY WAY,FALSE,Restaurant,46
14274,TAM'S #15,7219 S ALAMEDA ST,FALSE,Restaurant,11
14275,DIAMOND DONUTS AND CHINESE DELI,639 E EL SEGUNDO BLVD,TRUE,Fast Food,20
14276,SUPER DONUT HOUSE,7307 SUNSET BLVD # A,TRUE,Fast Food,1
14277,AFC SUSHI AT RALPH'S #22,645 W 9TH ST # 101,FALSE,Restaurant,20
14278,GELATERIA ULI,8044 W 3RD ST,FALSE,Restaurant,28
14279,SUSHI MON,8562 W 3RD ST,FALSE,Restaurant,94
14280,DUNKIN DONUTS,2300 VENICE BLVD,TRUE,Fast Food,3
14281,SUPER GRILL,659 S BROADWAY # G-105,FALSE,Restaurant,6
14282,HONG KONG BOWL,626 1/2 E EL SEGUNDO BLVD,TRUE,Restaurant,28
14283,EL FLORIDITA,1253 N VINE ST,FALSE,Restaurant,89
14284,CRISPY CRUST,1253 N VINE ST STE #6A,FALSE,Restaurant,21
14285,BAOHAUS,727 N BROADWAY STE 130,FALSE,Restaurant,29
14286,LUPITA'S BAKERY,1848 W FLORENCE AVE,TRUE,Bakery,10
14287,GINGERGRASS SILVERLAKE LLC,2396 GLENDALE BLVD,FALSE,Restaurant,35
14288,HILLCREST COUNTRY CLUB,10000 W PICO BLVD,FALSE,Restaurant,16
14289,TAM O SHANTER INN,2980 LOS FELIZ BLVD,FALSE,Restaurant,151
14290,BURGER KING #11406,6155 YORK BLVD,TRUE,Fast Food,67
14291,BIRDS ROTISSERIE CHICKEN CAFE,5925 FRANKLIN AVE,FALSE,Restaurant,74
14292,TASTY NOODLE HOUSE,8054 W 3RD ST,FALSE,Restaurant,132
14293,PASEO CHAPIN,2220 W 7TH ST,FALSE,Restaurant,126
14294,TRUFFLE BROTHERS,4073 W WASHINGTON BLVD,FALSE,Restaurant,12
14295,FAITH & FLOWER RESTAURANT,705 W 9TH ST,TRUE,Restaurant,190
14296,TRIMANA,3415 S SEPULVEDA BLVD # 160,TRUE,Restaurant,24
14297,POMEGRANATE,8556 W 3RD ST,FALSE,Restaurant,22
14298,THE COUNTER,7917 SUNSET BLVD,TRUE,Restaurant,115
14299,YOGURTLAND BALDWIN HILLS,3939 CRENSHAW BLVD STE C,TRUE,Restaurant,10
14300,FOOD,10595 PICO BLVD,TRUE,Restaurant,21
14301,TIAGO COFFEE BAR & KITCHEN,7080 HOLLYWOOD BLVD STE 106,FALSE,Cafe,36
14302,MCDONALD'S #5149,1413 N VINE ST,TRUE,Restaurant,112
14303,KOHII COFFEE CO.,420 E 3RD ST STE 107,FALSE,Cafe,27
14304,NONNA'S EMPANADAS,8570 W 3RD ST,TRUE,Restaurant,2
14305,SILVERLAKE COFFEE,2388 GLENDALE BLVD # #B,FALSE,Cafe,37
14306,CASA NOSTRA RISTORANTE & BAR,825 W 9TH ST,FALSE,Bar,89
14307,VILLA SOMBRERO RESTAURANT IN,6101 YORK BLVD,TRUE,Restaurant,68
14308,PIZZA HUT #28345,11146 PALMS BLVD,TRUE,Pizza,6
14309,ARNIE MORTON'S OF CHICAGO,735 S FIGUEROA ST STE 207,FALSE,Restaurant,171
14310,W PIZZA,380 WORLD WAY # T08-F,FALSE,Pizza,105
14311,BAMBOO EXPRESS,600 S ALVARADO ST # 107-8,FALSE,Fast Food,28
14312,OCTOPUS,729 W 7TH ST,FALSE,Restaurant,82
14313,THE SANDWICH BAR,8631 W 3RD ST STE 310,TRUE,Bar,13
14314,LITTLE SISTER @ DTLA,523 W 7TH ST,FALSE,Restaurant,48
14315,THE HALAL GUYS,510 W 7TH ST # 107,FALSE,Restaurant,20
14316,MAS MALO,515 W 7TH ST,FALSE,Restaurant,224
14317,BRACK SHOP TAVERN,525 W 7TH ST,FALSE,Restaurant,43
14318,SEVEN BAR AND RESTAURANT,555 W 7TH ST,TRUE,Bar,109
14319,EL PASEO INN,11 E OLVERA ST,FALSE,Restaurant,91
14320,ABC RESTAURANT,708 NEW HIGH ST,TRUE,Restaurant,159
14321,TRIMANA/LAUSD,333 S BEAUDRY AVE,TRUE,Restaurant,203
14322,JOURNEYMEN,3219 GLENDALE BLVD,FALSE,Restaurant,33
14323,CHIPOTLE MEXICAN GRILL #04-1500,601 W 7TH ST,TRUE,Restaurant,107
14324,BS TAQUERIA,514 W 7TH ST,FALSE,Restaurant,38
14325,SUGARFISH,600 W 7TH ST STE 150,TRUE,Restaurant,41
14326,ZEBULON,2478 FLETCHER DR,FALSE,Restaurant,211
14327,JUDI'S DELI,8631 W 3RD ST STE 305,TRUE,Restaurant,49
14328,PLANET HOLLYWOOD,380 WORLD WAY T04,FALSE,Restaurant,77
14329,BIG FOOT LODGE,3172 LOS FELIZ BLVD,FALSE,Restaurant,46
14330,STARBUCKS #24164,700 S 7TH ST STE LG320,TRUE,Cafe,39
14331,THE COUNTER,725 W 7TH ST,TRUE,Restaurant,198
14332,EL CHINO RESTAURANT & TAQUERIA,2119 W 8TH ST D,TRUE,Restaurant,38
14333,EL POLLO LOCO #3364,12860 W WASHINGTON BLVD,TRUE,Restaurant,37
14334,IN-N-OUT BURGER #102,7009 W SUNSET BLVD,FALSE,Fast Food,102
14335,LAZY DAISY CAFE,11913 WILSHIRE BLVD,FALSE,Restaurant,35
14336,BUTTON MASH,1391 SUNSET BLVD,FALSE,Restaurant,88
14337,EL MIGUELENO,2301 S VERMONT AVE,FALSE,Restaurant,32
14338,CROWN PLAZA LAX YOKOSO,5985 CENTURY BLVD,FALSE,Restaurant,29
14339,LARDER AT TAVERN,380 WORLD WAY T34,FALSE,Restaurant,43
14340,BOBA STORY,701 S WESTERN AVE,TRUE,Restaurant,12
14341,SUEDE BAR AND LOUNGE,404 S FIGUEROA ST STE #102,FALSE,Bar,35
14342,PATINA,141 S GRAND AVE,FALSE,Restaurant,201
14343,BARDONNA CAFE,724 S SPRING ST STE 102,TRUE,Bar,11
14344,TEE UP RESTAURANT & BAR,404 S FIGUEROA ST # 108,TRUE,Bar,74
14345,BREWWELL COFFEE,6515 SUNSET BLVD,FALSE,Cafe,7
14346,GLADY'S DONUTS,830 E WASHINGTON BLVD #6,FALSE,Fast Food,11
14347,PANDA EXPRESS,2204 SAWTELLE BLVD # 412,TRUE,Fast Food,47
14348,CHINA TOWN FAST FOOD,1000 E WASHINGTON BLVD STE 110,TRUE,Restaurant,45
14349,PATINA CATERING KITCHEN,141 S GRAND AVE # #950,FALSE,Restaurant,15
14350,CARDAMON,7233 BEVERLY BLVD,FALSE,Restaurant,31
14351,ANDIAMO/HILTON HOTEL,5711 W CENTURY BLVD,FALSE,Restaurant,202
14352,SOOPSOL KARAOKE & RESTAURANT,4070 W 3RD ST,TRUE,Restaurant,33
14353,TRIMANA GRILL,6246 WILSHIRE BLVD,TRUE,Restaurant,48
14354,FLEMING'S AT LA LIVE,800 W OLYMPIC BLVD STE A135,FALSE,Restaurant,194
14355,FIESTA MICHOACANA,1000 E WASHINGTON BLVD # 116,FALSE,Restaurant,8
14356,"SIZZLER USA RESTAURANTS, INC",2516 S COLORADO BLVD,TRUE,Restaurant,170
14357,FOUNDERS ALE HOUSE,8771 W PICO BLVD,FALSE,Restaurant,31
14358,88 SLT,2520 W 8TH ST 109,FALSE,Restaurant,16
14359,CHAMPAGNE FRENCH BAKERY,2202 SAWTELLE BLVD,TRUE,Bakery,11
14360,TOM BERGIN'S,840 S FAIRFAX AVE,FALSE,Restaurant,140
14361,CHAYA SUSHI,380 WORLD WAY T44,FALSE,Restaurant,21
14362,SOOM SOOM,724 S SPRING ST STE 105,TRUE,Restaurant,28
14363,SUBWAY #26899,1000 E WASHINGTON BLVD STE 118,TRUE,Fast Food,7
14364,ON THE THIRTY RESTAURANT,724 S SPRING ST STE 104,TRUE,Restaurant,4
14365,LA RICE CAKE,950 N WESTERN AVE,FALSE,Restaurant,11
14366,LA SALSA RESTAURANT,2122 W 7TH ST,TRUE,Restaurant,34
14367,VIP CHINESE RESTAURANT,705 1/2 S WESTERN AVE,TRUE,Restaurant,6
14368,KUSINA FILIPINA,4157 EAGLE ROCK BLVD STE 1&2,FALSE,Restaurant,40
14369,EL GALLO GRILL,4533 E CESAR E CHAVEZ AVE,FALSE,Restaurant,138
14370,RINCON GUAHACO RESTAURANT,2015 W 7TH ST,TRUE,Restaurant,40
14371,KATSUYA,800 W OLYMPIC BLVD STE A175,TRUE,Restaurant,175
14372,MON DELIZ COFFEE & BAKERY,5357 SANTA MONICA BLVD,TRUE,Cafe,42
14373,SALT'S CURE,1155 N HIGHLAND AVE,FALSE,Restaurant,107
14374,FUNCOLO RESTAURANT,724 S SPRING ST STE 106,TRUE,Restaurant,9
14375,ROLL CAKE FACTORY,936 N WESTERN AVE,FALSE,Restaurant,6
14376,LAS CHAMPAS USA FOOD SERVICE,5400 AVALON BLVD,TRUE,Restaurant,45
14377,EBISU JAPANESE GRILL & SUSHI,6234 WILSHIRE BLVD,FALSE,Restaurant,32
14378,AMERICAN GIRL,189 THE GROVE DR # F-10,FALSE,Restaurant,184
14379,CROSSROADS WEST CAFE,4700 WESTERN HERITAGE WAY,FALSE,Restaurant,82
14380,LANDINGS/HILTON HOTEL,5711 W CENTURY BLVD,FALSE,Restaurant,83
14381,MEALS BY GENET INC,1053 S FAIRFAX AVE,TRUE,Restaurant,32
14382,HORSES PUB/THE PIKEY,7617 W SUNSET BLVD,FALSE,Restaurant,149
14383,HANSOL LUNCHBOX,2520 W 8TH ST STE 101,FALSE,Restaurant,9
14384,IL MORO RESTAURANT,11400 W OLYMPIC BLVD,TRUE,Restaurant,144
14385,OCCIDENTAL COLLEGE,1600 CAMPUS RD,FALSE,Restaurant,39
14386,LITTLE GALEN DINING HALL,3501 S WATTS WAY,FALSE,Restaurant,170
14387,WOO REE RESTAURANT,2520 W 8TH ST 108,TRUE,Restaurant,14
14388,LE PETIT PARIS,418 S SPRING ST,FALSE,Restaurant,140
14389,CAFE M,250 S ROSSMORE AVE,FALSE,Restaurant,14
14390,LA PAPA LOCA,1210 E OLYMPIC BLVD,FALSE,Restaurant,14
14391,BLAZE PIZZA,110 S FAIRFAX AVE A14,FALSE,Pizza,20
14392,CROSSROADS,8284 MELROSE AVE,FALSE,Restaurant,90
14393,PARKS BBQ,955 S VERMONT AVE G&W,FALSE,Restaurant,171
14394,IN-N-OUT BURGER #111,3640 N CAHUENGA BLVD W,FALSE,Fast Food,46
14395,PUPUSERIA Y RESTAURANT MIPUB,1341 E FLORENCE AVE,TRUE,Restaurant,16
14396,THE COFFEE BEAN & TEA LEAF,3607 TROUSDALE PKWY,TRUE,Cafe,43
14397,KAI JAPANESE ROOTS,541 S SPRING ST # 116,FALSE,Restaurant,41
14398,BUL RO CHO HAN BANG BO YANG TANG,955 S VERMONT AVE E,FALSE,Restaurant,35
14399,STARBUCKS COFFEE #5620,1900 N HIGHLAND AVE STE 6,TRUE,Cafe,11
14400,RASCAL,801 S LA BREA AVE,FALSE,Restaurant,33
14401,SPRING TIME IN NY,557 S SPRING ST,FALSE,Restaurant,28
14402,CHIFA,754 S VERMONT AVE,FALSE,Restaurant,8
14403,NEW CHYN KING,5770 W 3RD ST,FALSE,Restaurant,34
14404,TUTOR HALL CAFE,3710 MCCLINTOCK AVE,FALSE,Restaurant,143
14405,EL TEJANITO,4501 S ALAMEDA ST # #703,TRUE,Restaurant,38
14406,EL SOMBRERO RESTAURANT,1825 S MAIN ST,TRUE,Restaurant,46
14407,PINKBERRY,2829 HYPERION AVE,TRUE,Restaurant,17
14408,BLAZE PIZZA PREP KITCHEN,6333 W 3RD ST STE K 7,TRUE,Pizza,5
14409,YUMMY MONSTER,3128 W 8TH ST,FALSE,Restaurant,26
14410,MCDONALD'S #7037,1310 E OLYMPIC BLVD,TRUE,Fast Food,142
14411,HOTEL SOFITEL L A RESTAURANT,8555 W BEVERLY BLVD,TRUE,Restaurant,192
14412,BUDDHA BELLY RESTAURANT,724 S SPRING ST STE 112,TRUE,Restaurant,23
14413,POKE 2 GO RESTAURANT,724 S SPRING ST STE 107,TRUE,Restaurant,25
14414,RINCONCITO FAMILIAR,1251 E OLYMPIC BLVD,FALSE,Restaurant,24
14415,ARTURO'S TACOS,6319 S AVALON BLVD,FALSE,Fast Food,5
14416,GIGO'S CAFE AND DELI,853 N BROADWAY ST,TRUE,Restaurant,14
14417,TACOS ESTILO D.F.,4433 S ALAMEDA ST # A57,FALSE,Fast Food,39
14418,CAFE MIDI,148 S LA BREA AVE,FALSE,Restaurant,32
14419,TOM'S JUNIOR,953 W FLORENCE AVE,FALSE,Restaurant,131
14420,EL MOLCAJETE,1800 W 8TH ST,FALSE,Restaurant,35
14421,OISHI TERIYAKI,1830 W 8TH ST # C,FALSE,Restaurant,3
14422,ATCH-KODTCH,1253 N VINE ST STE #5,FALSE,Restaurant,39
14423,FACEBOOK PLAYA VISTA,12777 W JEFFERSON BLVD,FALSE,Restaurant,42
14424,COTTE DESSERT AND TEA,11668 PICO BLVD,FALSE,Restaurant,43
14425,SL DONUTS,4411 S MAIN ST,FALSE,Fast Food,21
14426,MARISCOS 4 VIENTOS,3000 E OLYMPIC BLVD,FALSE,Restaurant,31
14427,LITTLE CAESARS #5826,4042 S CENTINELA AVE,TRUE,Restaurant,18
14428,ZEN MEI BISTRO,800 YALE ST,FALSE,Restaurant,44
14429,NOTHING BUT COFFEE,3952 WILSHIRE BLVD,FALSE,Cafe,7
14430,AFC AT RALPHS#100,7257 W SUNSET BLVD,FALSE,Restaurant,8
14431,ONGGANAE LA,936 S VERMONT AVE,FALSE,Restaurant,96
14432,ARTUR'S GARDEN,1240 HOOPER AVE,FALSE,Restaurant,13
14433,OKIPOKI,507 S SPRING ST,FALSE,Restaurant,23
14434,NOAH'S NEW YORK BAGELS #2192,250 N LARCHMONT BLVD,TRUE,Restaurant,2
14435,KFC,11864 WILMINGTON AVE,TRUE,Fast Food,19
14436,KC'S CAFE,8320 LINCOLN BLVD STE 101B,FALSE,Restaurant,3
14437,PIG PEN RESTAURANT,724 S SPRING ST STE 111,TRUE,Restaurant,25
14438,GUISADOS,541 S SPRING ST,TRUE,Restaurant,49
14439,RALPHS MARKET # 100,7257 W SUNSET BLVD,FALSE,Restaurant,22
14440,LOUISIANA FISH MARKET,11816 S WILMINGTON AVE,FALSE,Restaurant,11
14441,KOREAN GARDENS RESTAURANT,950 S VERMONT AVE,TRUE,Restaurant,96
14442,BLU JAM CAFE,541 S SPRING ST # 110,TRUE,Restaurant,38
14443,MI NUEVO MOLCAJETE RESTAURANT,2600 W 6TH ST,TRUE,Restaurant,32
14444,BCD TOFU HOUSE,3575 WILSHIRE BLVD,FALSE,Restaurant,77
14445,DRAGON FLOWER,3500 W SUNSET BLVD,FALSE,Restaurant,10
14446,OVERLAND CAFE,3601 OVERLAND AVE,FALSE,Restaurant,115
14447,JAMBA JUICE #38,8495 W 3RD ST STE D101,TRUE,Restaurant,25
14448,WABA GRILL,5857 S CENTRAL AVE 140,TRUE,Restaurant,38
14449,BONJUK,3551 WILSHIRE BLVD,FALSE,Restaurant,31
14450,JOHNNY ROCKETS #406,100 N LA CIENEGA BLVD # C123,TRUE,Restaurant,46
14451,THE FAMILY BAKERY RESTAURANT,6300 S FIGUEROA ST,TRUE,Bakery,25
14452,A B C EXPRESS,1822 W 7TH ST,FALSE,Fast Food,39
14453,OMBU GRILL,400 S WESTERN AVE # 104,FALSE,Restaurant,122
14454,TENDER GREENS,13455 MAXELLA AVE #210,TRUE,Restaurant,116
14455,BEIJIN BOWL EXPRESS,2000 W 6TH ST,FALSE,Fast Food,36
14456,ANGELES,4330 SUNSET BLVD,FALSE,Restaurant,42
14457,GUCKENHEIMER @ BELKIN,12035 WATERFRONT DR # 2,FALSE,Restaurant,168
14458,PITA ON VINE,1253 N VINE ST SUIT 7A,TRUE,Restaurant,8
14459,MAMA JOAN'S SOUL FOOD,5496 W CENTINELA AVE,TRUE,Restaurant,31
14460,SERGIO'S TACOS,6601 E OLYMPIC BLVD,FALSE,Fast Food,48
14461,LUCKY CHINA,4413 S MAIN ST,FALSE,Restaurant,27
14462,TIMO'S BAKERY,820 N WESTERN AVE STE #112,TRUE,Bakery,23
14463,NEW DONUTS,1260 S SOTO ST STE,TRUE,Fast Food,4
14464,DON FRANCISCO'S CAFE,541 S SPRING ST # 124,FALSE,Restaurant,21
14465,NICK'S BURGERS,6101 E WHITTIER BLVD,FALSE,Fast Food,24
14466,LA NUMERO UNO-PUPUSERIA SALV,1247 N VINE ST,FALSE,Restaurant,48
14467,MARISCOS LINDA,6426 WHITTIER BLVD,FALSE,Restaurant,35
14468,THE SYCAMORE KITCHEN,143 S LA BREA AVE,FALSE,Restaurant,11
14469,A' BLOC BICYCLE CAFE,5025 E YORK BLVD,FALSE,Restaurant,29
14470,TACO TU MADRE RESTAURANT,724 S SPRING ST STE 110,TRUE,Fast Food,18
14471,LILIYA CHINA BISTRO,108 W 2ND ST 102,FALSE,Restaurant,138
14472,SWEETFIN POKE,8075 W 3RD ST,TRUE,Restaurant,20
14473,THE BOILING CRAB,10875 W KINROSS AVE,FALSE,Restaurant,224
14474,BLUE C SUSHI,6374 W SUNSET BLVD unit B,FALSE,Restaurant,61
14475,TACO BELL,6060 N FIGUEROA ST,TRUE,Fast Food,44
14476,EDIBLE ARRANGEMENTS,6100 N FIGUEROA ST STE B,TRUE,Restaurant,18
14477,IT'S BOBA TIME,6660 W SUNSET BLVD STE Q,TRUE,Restaurant,46
14478,CHINA GATE,11814 S WILMINGTON AVE,FALSE,Restaurant,23
14479,DENNY'S #7566,11700 WILMINGTON AVE,FALSE,Restaurant,136
14480,TACO BELL #004554,11758 S WILMINGTON AVE,TRUE,Fast Food,47
14481,SUSANA'S RESTAURANT,5218 S VERMONT AVE,TRUE,Restaurant,8
14482,UNITED AIRLINES LOUNGE,700 WORLD WAY,FALSE,Restaurant,218
14483,BADMASH,108 W 2ND ST # 104,FALSE,Restaurant,36
14484,SWEET GREEN,8055 W 3RD ST,TRUE,Restaurant,46
14485,CALIFORNIA STEAK & FRIES,11810 WILMINGTON AVE,FALSE,Restaurant,2
14486,L.A. BBQ KING,5309 S VERMONT AVE,FALSE,Restaurant,47
14487,SUBWAY SANDWICHES & SALADS,11812 S WILMINGTON AVE,TRUE,Fast Food,7
14488,KAITEN-SUSHI DAICHAN,11301 W OLYMPIC BLVD STE 203,FALSE,Restaurant,131
14489,LA CHIQUITA,4600 COMPTON AVE,TRUE,Restaurant,12
